@SampleID:10
@Version:0.9.2
@Ranks:acellular root,cellular root,other entries|realm,domain|kingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU	HOST
1351.78	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.78	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV520.9	1239	
1579.5	strain	131567|2|1783272|1239|91061|186826|33958|1578|1579|1579.5	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus acidophilus|Lactobacillus acidophilus strain	0.0000	ASV520.10	1239	
47715.9	strain	131567|2|1783272|1239|91061|186826|33958|2759736|47715|47715.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus rhamnosus|Lacticaseibacillus rhamnosus strain	0.0000	ASV520.11	1239	
1351.79	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.79	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV374.1	1239	
1352.9	strain	131567|2|1783272|1239|91061|186826|81852|1350|1352|1352.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecium|Enterococcus faecium strain	0.0000	ASV374.2	1239	
1351.80	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.80	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV374.3	1239	
1309.6	strain	131567|2|1783272|1239|91061|186826|1300|1301|1309|1309.6	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans|Streptococcus mutans strain	0.0000	ASV374.4	1239	
53346.7	strain	131567|2|1783272|1239|91061|186826|81852|1350|53346|53346.7	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus mundtii|Enterococcus mundtii strain	0.0000	ASV374.5	1239	
1328.9	strain	131567|2|1783272|1239|91061|186826|1300|1301|1328|1328.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	0.0000	ASV374.6	1239	
1579.6	strain	131567|2|1783272|1239|91061|186826|33958|1578|1579|1579.6	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus acidophilus|Lactobacillus acidophilus strain	0.0000	ASV374.8	1239	
1328.10	strain	131567|2|1783272|1239|91061|186826|1300|1301|1328|1328.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	0.0000	ASV374.9	1239	
1351.81	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.81	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV374.10	1239	
1304.25	strain	131567|2|1783272|1239|91061|186826|1300|1301|1304|1304.25	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius|Streptococcus salivarius strain	0.0000	ASV593.4	1239	
1134687.1	strain	131567|2|3379134|1224|1236|91347|543|570|1134687|1134687.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella michiganensis|Klebsiella michiganensis strain	0.0000	ASV710.0	2	
562.43	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.43	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV710.3	2	
1597.2	strain	131567|2|1783272|1239|91061|186826|33958|2759736|1597|1597.2	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus paracasei|Lacticaseibacillus paracasei strain	0.0000	ASV710.5	2	
1295400	strain	131567|2|3379134|29547|3031852|213849|72294|194|197|1295400	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni|Campylobacter jejuni subsp. jejuni ICDCCJ07004	0.0000			
573.20	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.20	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0000	ASV710.18	2	
1259973.1	strain	131567|2|3379134|1224|1236|91347|543|570|1259973|1259973.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella electrica|Klebsiella electrica strain	0.0000	ASV710.19	2	
244366.2	strain	131567|2|3379134|1224|1236|91347|543|570|244366|244366.2	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella variicola|Klebsiella variicola strain	0.0000	ASV710.20	2	
1351.82	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.82	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV511.1	1783272	
1351.83	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.83	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV511.2	1783272	
1309.7	strain	131567|2|1783272|1239|91061|186826|1300|1301|1309|1309.7	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans|Streptococcus mutans strain	0.0000	ASV511.5	1783272	
1940789.9	strain	131567|2|1783272|1239|91061|186826|1300|1357|1940789|1940789.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus petauri|Lactococcus petauri strain	0.0000	ASV511.10	1783272	
28026.31	strain	131567|2|1783272|201174|1760|85004|31953|1678|28026|28026.31	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	0.0000	ASV511.12	1783272	
1351.84	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.84	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV511.14	1783272	
1351.85	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.85	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV511.17	1783272	
1351.86	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.86	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV621.0	1239	
1351.87	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.87	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV621.2	1239	
1309.8	strain	131567|2|1783272|1239|91061|186826|1300|1301|1309|1309.8	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans|Streptococcus mutans strain	0.0000	ASV621.4	1239	
37734.9	strain	131567|2|1783272|1239|91061|186826|81852|1350|37734|37734.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus casseliflavus|Enterococcus casseliflavus strain	0.0000	ASV621.11	1239	
1304.26	strain	131567|2|1783272|1239|91061|186826|1300|1301|1304|1304.26	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius|Streptococcus salivarius strain	0.0000	ASV621.12	1239	
1358.7	strain	131567|2|1783272|1239|91061|186826|1300|1357|1358|1358.7	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis|Lactococcus lactis strain	0.0000	ASV621.13	1239	
1354.8	strain	131567|2|1783272|1239|91061|186826|81852|1350|1354|1354.8	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus hirae|Enterococcus hirae strain	0.0000	ASV550.0	1239	
47715.10	strain	131567|2|1783272|1239|91061|186826|33958|2759736|47715|47715.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus rhamnosus|Lacticaseibacillus rhamnosus strain	0.0000	ASV550.3	1239	
1351.88	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.88	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV550.6	1239	
1351.90	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.90	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV550.11	1239	
1351.91	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.91	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV437.1	1783272	
1354.9	strain	131567|2|1783272|1239|91061|186826|81852|1350|1354|1354.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus hirae|Enterococcus hirae strain	0.0000	ASV437.3	1783272	
525362	strain	131567|2|1783272|1239|91061|186826|33958|2767887|1623|525362	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Ligilactobacillus ruminis|Ligilactobacillus ruminis ATCC 25644	0.0000			
1599.1	strain	131567|2|1783272|1239|91061|186826|33958|2767885|1599|1599.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Latilactobacillus|Latilactobacillus sakei|Latilactobacillus sakei strain	0.0000	ASV437.6	1783272	
47715.11	strain	131567|2|1783272|1239|91061|186826|33958|2759736|47715|47715.11	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus rhamnosus|Lacticaseibacillus rhamnosus strain	0.0000	ASV437.11	1783272	
1354.10	strain	131567|2|1783272|1239|91061|186826|81852|1350|1354|1354.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus hirae|Enterococcus hirae strain	0.0000	ASV437.14	1783272	
1351.92	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.92	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV475.1	1239	
1334.2	strain	131567|2|1783272|1239|91061|186826|1300|1301|1334|1334.2	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae|Streptococcus dysgalactiae strain	0.0000	ASV475.5	1239	
1351.93	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.93	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV475.7	1239	
525338	strain	131567|2|1783272|1239|91061|186826|33958|2767842|1590|525338	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactiplantibacillus|Lactiplantibacillus plantarum|Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437	0.0000			
1305.8	strain	131567|2|1783272|1239|91061|186826|1300|1301|1305|1305.8	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis|Streptococcus sanguinis strain	0.0000	ASV475.12	1239	
1624.7	strain	131567|2|1783272|1239|91061|186826|33958|2767887|1624|1624.7	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Ligilactobacillus salivarius|Ligilactobacillus salivarius strain	0.0000	ASV475.13	1239	
37734.10	strain	131567|2|1783272|1239|91061|186826|81852|1350|37734|37734.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus casseliflavus|Enterococcus casseliflavus strain	0.0000	ASV475.14	1239	
1940789.10	strain	131567|2|1783272|1239|91061|186826|1300|1357|1940789|1940789.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus petauri|Lactococcus petauri strain	0.0000	ASV475.18	1239	
1351.95	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.95	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.1	1239	
1351.96	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.96	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.2	1239	
1351.97	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.97	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.3	1239	
1351.98	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.98	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.4	1239	
1351.99	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.99	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.5	1239	
1351.100	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.100	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.7	1239	
1351.101	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.101	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV497.8	1239	
749515	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|749515	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis TX1342	0.0000			
1351.102	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.102	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV514.0	1239	
1309.9	strain	131567|2|1783272|1239|91061|186826|1300|1301|1309|1309.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans|Streptococcus mutans strain	0.0000	ASV514.2	1239	
317735.1	strain	131567|2|1783272|1239|91061|186826|81852|1350|317735|317735.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus caccae|Enterococcus caccae strain	0.0000	ASV514.3	1239	
1305.9	strain	131567|2|1783272|1239|91061|186826|1300|1301|1305|1305.9	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis|Streptococcus sanguinis strain	0.0000	ASV514.4	1239	
1352.10	strain	131567|2|1783272|1239|91061|186826|81852|1350|1352|1352.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecium|Enterococcus faecium strain	0.0000	ASV514.5	1239	
1351.103	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.103	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV514.6	1239	
1352.11	strain	131567|2|1783272|1239|91061|186826|81852|1350|1352|1352.11	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecium|Enterococcus faecium strain	0.0000	ASV332.0	1239	
1328.11	strain	131567|2|1783272|1239|91061|186826|1300|1301|1328|1328.11	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	0.0000	ASV332.3	1239	
1328.12	strain	131567|2|1783272|1239|91061|186826|1300|1301|1328|1328.12	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	0.0000	ASV332.13	1239	
1351.105	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.105	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV332.14	1239	
53345.3	strain	131567|2|1783272|1239|91061|186826|81852|1350|53345|53345.3	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus durans|Enterococcus durans strain	0.0000	ASV332.15	1239	
28901.5	strain	131567|2|3379134|1224|1236|91347|543|590|28901|28901.5	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica strain	0.0000	ASV676.10	1224	
562.44	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.44	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV676.11	1224	
97478.3	strain	131567|2|1783272|1239|91061|186826|33958|2742598|97478|97478.3	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Limosilactobacillus mucosae|Limosilactobacillus mucosae strain	0.0000	ASV602.0	1239	
1351.106	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.106	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV602.3	1239	
53346.8	strain	131567|2|1783272|1239|91061|186826|81852|1350|53346|53346.8	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus mundtii|Enterococcus mundtii strain	0.0000	ASV602.4	1239	
1354.12	strain	131567|2|1783272|1239|91061|186826|81852|1350|1354|1354.12	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus hirae|Enterococcus hirae strain	0.0000	ASV602.7	1239	
1590.4	strain	131567|2|1783272|1239|91061|186826|33958|2767842|1590|1590.4	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactiplantibacillus|Lactiplantibacillus plantarum|Lactiplantibacillus plantarum strain	0.0000	ASV602.9	1239	
1304.27	strain	131567|2|1783272|1239|91061|186826|1300|1301|1304|1304.27	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius|Streptococcus salivarius strain	0.0000	ASV602.11	1239	
1351.107	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.107	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0000	ASV327.7	1239	
1305.10	strain	131567|2|1783272|1239|91061|186826|1300|1301|1305|1305.10	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis|Streptococcus sanguinis strain	0.0000	ASV327.8	1239	
28026.33	strain	131567|2|1783272|201174|1760|85004|31953|1678|28026|28026.33	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	0.0000	ASV67.0	201174	
28026.34	strain	131567|2|1783272|201174|1760|85004|31953|1678|28026|28026.34	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	0.0000	ASV67.2	201174	
216816.34	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|216816.34	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	0.0000	ASV67.4	201174	
1680.26	strain	131567|2|1783272|201174|1760|85004|31953|1678|1680|1680.26	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium adolescentis|Bifidobacterium adolescentis strain	0.0000	ASV67.6	201174	
1681.23	strain	131567|2|1783272|201174|1760|85004|31953|1678|1681|1681.23	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum|Bifidobacterium bifidum strain	0.0000	ASV67.10	201174	
1680.27	strain	131567|2|1783272|201174|1760|85004|31953|1678|1680|1680.27	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium adolescentis|Bifidobacterium adolescentis strain	0.0000	ASV78.6	201174	
1680.28	strain	131567|2|1783272|201174|1760|85004|31953|1678|1680|1680.28	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium adolescentis|Bifidobacterium adolescentis strain	0.0000	ASV78.9	201174	
1680.29	strain	131567|2|1783272|201174|1760|85004|31953|1678|1680|1680.29	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium adolescentis|Bifidobacterium adolescentis strain	0.0000	ASV78.12	201174	
1683.3	strain	131567|2|1783272|201174|1760|85004|31953|1678|1683|1683.3	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium angulatum|Bifidobacterium angulatum strain	0.0000	ASV50.0	1760	
1681.24	strain	131567|2|1783272|201174|1760|85004|31953|1678|1681|1681.24	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum|Bifidobacterium bifidum strain	0.0000	ASV50.2	1760	
1681.25	strain	131567|2|1783272|201174|1760|85004|31953|1678|1681|1681.25	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum|Bifidobacterium bifidum strain	0.0000	ASV50.3	1760	
1681.26	strain	131567|2|1783272|201174|1760|85004|31953|1678|1681|1681.26	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum|Bifidobacterium bifidum strain	0.0000	ASV50.4	1760	
216816.37	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|216816.37	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	0.0000	ASV50.6	1760	
1679.6	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|1679.6	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum subsp. longum strain	0.0000	ASV50.7	1760	
158836.4	strain	131567|2|3379134|1224|1236|91347|543|547|158836|158836.4	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter hormaechei|Enterobacter hormaechei strain	0.0000	ASV699.7	1224	
562.45	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.45	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0000	ASV699.11	1224	
90371.5	strain	131567|2|3379134|1224|1236|91347|543|590|28901|90371.5	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Typhimurium strain	0.0000	ASV699.12	1224	
676.1	strain	131567|2|3379134|1224|1236|135623|641|662|676|676.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio fluvialis|Vibrio fluvialis strain	0.0000	ASV816.2	2	
